"","Time","Year","Month","City","City_code","Unsorted","Unsorted_per_ca","Income","Income_thous","Population","Baby","Household_Size","EnvBud","EnvBud_perca","TimeIndicator","TT_NTC","FE_NTC","TE.NTC","MRSP","FE_TPC","FE_TYC","FE_TCC","FE_TNC","FE_KSC","FE_Yilan","FE_KLC","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","y2001","y2002","y2003","y2004","y2005","y2006","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","Treated_y2008","DATE_2008","DATE_2009","DATE_2010","DATE_2011","DATE_2012","DATE_2013","DATE_2014","DATE_2015","DATE_2016"
"1007",2011-05-01,2011,5,"TaichungCity",4,33328,12.51,1149637,1149.637,2664394,0.0341,3.07,4066745,1.53,125,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1008",2011-06-01,2011,6,"TaichungCity",4,32970,12.37,1149637,1149.637,2664394,0.0341,3.07,4066745,1.53,126,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1003",2011-07-01,2011,7,"TaichungCity",4,34533,12.96,1149637,1149.637,2664394,0.0341,3.07,4066745,1.53,127,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1004",2011-08-01,2011,8,"TaichungCity",4,33818,12.69,1149637,1149.637,2664394,0.0341,3.07,4066745,1.53,128,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1006",2011-09-01,2011,9,"TaichungCity",4,34218,12.84,1149637,1149.637,2664394,0.0341,3.07,4066745,1.53,129,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"998",2011-10-01,2011,10,"TaichungCity",4,32096,12.05,1149637,1149.637,2664394,0.0341,3.07,4066745,1.53,130,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000",2011-11-01,2011,11,"TaichungCity",4,31785,11.93,1149637,1149.637,2664394,0.0341,3.07,4066745,1.53,131,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1005",2011-12-01,2011,12,"TaichungCity",4,32936,12.36,1149637,1149.637,2664394,0.0341,3.07,4066745,1.53,132,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1094",2012-01-01,2012,1,"TaichungCity",4,38894,14.49,1115529,1115.529,2684893,0.0359,3.04,4305806,1.61,133,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1103",2012-02-01,2012,2,"TaichungCity",4,28275,10.53,1115529,1115.529,2684893,0.0359,3.04,4305806,1.61,134,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1101",2012-03-01,2012,3,"TaichungCity",4,34089,12.7,1115529,1115.529,2684893,0.0359,3.04,4305806,1.61,135,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1098",2012-04-01,2012,4,"TaichungCity",4,32028,11.93,1115529,1115.529,2684893,0.0359,3.04,4305806,1.61,136,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1104",2012-05-01,2012,5,"TaichungCity",4,34002,12.66,1115529,1115.529,2684893,0.0359,3.04,4305806,1.61,137,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1100",2012-06-01,2012,6,"TaichungCity",4,35001,13.04,1115529,1115.529,2684893,0.0359,3.04,4305806,1.61,138,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1102",2012-07-01,2012,7,"TaichungCity",4,32816,12.22,1115529,1115.529,2684893,0.0359,3.04,4305806,1.61,139,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1095",2012-08-01,2012,8,"TaichungCity",4,34234,12.75,1115529,1115.529,2684893,0.0359,3.04,4305806,1.61,140,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1099",2012-09-01,2012,9,"TaichungCity",4,30359,11.31,1115529,1115.529,2684893,0.0359,3.04,4305806,1.61,141,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1097",2012-10-01,2012,10,"TaichungCity",4,31615,11.78,1115529,1115.529,2684893,0.0359,3.04,4305806,1.61,142,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1093",2012-11-01,2012,11,"TaichungCity",4,31630,11.78,1115529,1115.529,2684893,0.0359,3.04,4305806,1.61,143,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1096",2012-12-01,2012,12,"TaichungCity",4,31779,11.84,1115529,1115.529,2684893,0.0359,3.04,4305806,1.61,144,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1191",2013-01-01,2013,1,"TaichungCity",4,32125,11.89,1181664,1181.664,2701661,0.0363,3.01,3832624,1.42,145,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1196",2013-02-01,2013,2,"TaichungCity",4,31248,11.57,1181664,1181.664,2701661,0.0363,3.01,3832624,1.42,146,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1193",2013-03-01,2013,3,"TaichungCity",4,32030,11.86,1181664,1181.664,2701661,0.0363,3.01,3832624,1.42,147,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1200",2013-04-01,2013,4,"TaichungCity",4,32644,12.08,1181664,1181.664,2701661,0.0363,3.01,3832624,1.42,148,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1195",2013-05-01,2013,5,"TaichungCity",4,32744,12.12,1181664,1181.664,2701661,0.0363,3.01,3832624,1.42,149,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1189",2013-06-01,2013,6,"TaichungCity",4,30584,11.32,1181664,1181.664,2701661,0.0363,3.01,3832624,1.42,150,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1192",2013-07-01,2013,7,"TaichungCity",4,34066,12.61,1181664,1181.664,2701661,0.0363,3.01,3832624,1.42,151,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1198",2013-08-01,2013,8,"TaichungCity",4,33058,12.24,1181664,1181.664,2701661,0.0363,3.01,3832624,1.42,152,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1190",2013-09-01,2013,9,"TaichungCity",4,29829,11.04,1181664,1181.664,2701661,0.0363,3.01,3832624,1.42,153,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1199",2013-10-01,2013,10,"TaichungCity",4,29454,10.9,1181664,1181.664,2701661,0.0363,3.01,3832624,1.42,154,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1194",2013-11-01,2013,11,"TaichungCity",4,29876,11.06,1181664,1181.664,2701661,0.0363,3.01,3832624,1.42,155,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1197",2013-12-01,2013,12,"TaichungCity",4,30550,11.31,1181664,1181.664,2701661,0.0363,3.01,3832624,1.42,156,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1289",2014-01-01,2014,1,"TaichungCity",4,35472,13.04,1205058,1205.058,2719835,0.0387,2.98,3971374,1.47,157,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1293",2014-02-01,2014,2,"TaichungCity",4,29825,10.97,1205058,1205.058,2719835,0.0387,2.98,3971374,1.47,158,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1292",2014-03-01,2014,3,"TaichungCity",4,31639,11.63,1205058,1205.058,2719835,0.0387,2.98,3971374,1.47,159,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1287",2014-04-01,2014,4,"TaichungCity",4,29704,10.92,1205058,1205.058,2719835,0.0387,2.98,3971374,1.47,160,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1296",2014-05-01,2014,5,"TaichungCity",4,34454,12.67,1205058,1205.058,2719835,0.0387,2.98,3971374,1.47,161,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1290",2014-06-01,2014,6,"TaichungCity",4,32920,12.1,1205058,1205.058,2719835,0.0387,2.98,3971374,1.47,162,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1295",2014-07-01,2014,7,"TaichungCity",4,33868,12.45,1205058,1205.058,2719835,0.0387,2.98,3971374,1.47,163,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1288",2014-08-01,2014,8,"TaichungCity",4,32660,12.01,1205058,1205.058,2719835,0.0387,2.98,3971374,1.47,164,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1286",2014-09-01,2014,9,"TaichungCity",4,32998,12.13,1205058,1205.058,2719835,0.0387,2.98,3971374,1.47,165,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1285",2014-10-01,2014,10,"TaichungCity",4,30736,11.3,1205058,1205.058,2719835,0.0387,2.98,3971374,1.47,166,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1294",2014-11-01,2014,11,"TaichungCity",4,28087,10.33,1205058,1205.058,2719835,0.0387,2.98,3971374,1.47,167,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1291",2014-12-01,2014,12,"TaichungCity",4,32412,11.92,1205058,1205.058,2719835,0.0387,2.98,3971374,1.47,168,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1383",2015-01-01,2015,1,"TaichungCity",4,32533,11.85,1222101,1222.101,2744445,0.04,2.96,4243529,1.55,169,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1382",2015-02-01,2015,2,"TaichungCity",4,32348,11.79,1222101,1222.101,2744445,0.04,2.96,4243529,1.55,170,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1392",2015-03-01,2015,3,"TaichungCity",4,33769,12.3,1222101,1222.101,2744445,0.04,2.96,4243529,1.55,171,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1391",2015-04-01,2015,4,"TaichungCity",4,31712,11.55,1222101,1222.101,2744445,0.04,2.96,4243529,1.55,172,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1385",2015-05-01,2015,5,"TaichungCity",4,33464,12.19,1222101,1222.101,2744445,0.04,2.96,4243529,1.55,173,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1381",2015-06-01,2015,6,"TaichungCity",4,34450,12.55,1222101,1222.101,2744445,0.04,2.96,4243529,1.55,174,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1387",2015-07-01,2015,7,"TaichungCity",4,33678,12.27,1222101,1222.101,2744445,0.04,2.96,4243529,1.55,175,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1384",2015-08-01,2015,8,"TaichungCity",4,36996,13.48,1222101,1222.101,2744445,0.04,2.96,4243529,1.55,176,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1386",2015-09-01,2015,9,"TaichungCity",4,30934,11.27,1222101,1222.101,2744445,0.04,2.96,4243529,1.55,177,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1390",2015-10-01,2015,10,"TaichungCity",4,32776,11.94,1222101,1222.101,2744445,0.04,2.96,4243529,1.55,178,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1389",2015-11-01,2015,11,"TaichungCity",4,28856,10.51,1222101,1222.101,2744445,0.04,2.96,4243529,1.55,179,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1388",2015-12-01,2015,12,"TaichungCity",4,30768,11.21,1222101,1222.101,2744445,0.04,2.96,4243529,1.55,180,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1482",2016-01-01,2016,1,"TaichungCity",4,32716,11.82,1193624,1193.624,2767239,0.0388,2.93,NA,NA,181,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1488",2016-02-01,2016,2,"TaichungCity",4,34830,12.59,1193624,1193.624,2767239,0.0388,2.93,NA,NA,182,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1477",2016-03-01,2016,3,"TaichungCity",4,31024,11.21,1193624,1193.624,2767239,0.0388,2.93,NA,NA,183,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1481",2016-04-01,2016,4,"TaichungCity",4,29458,10.65,1193624,1193.624,2767239,0.0388,2.93,NA,NA,184,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1487",2016-05-01,2016,5,"TaichungCity",4,31628,11.43,1193624,1193.624,2767239,0.0388,2.93,NA,NA,185,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1480",2016-06-01,2016,6,"TaichungCity",4,30663,11.08,1193624,1193.624,2767239,0.0388,2.93,NA,NA,186,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1484",2016-07-01,2016,7,"TaichungCity",4,30957,11.19,1193624,1193.624,2767239,0.0388,2.93,NA,NA,187,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1479",2016-08-01,2016,8,"TaichungCity",4,31417,11.35,1193624,1193.624,2767239,0.0388,2.93,NA,NA,188,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1485",2016-09-01,2016,9,"TaichungCity",4,31014,11.21,1193624,1193.624,2767239,0.0388,2.93,NA,NA,189,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1478",2016-10-01,2016,10,"TaichungCity",4,29214,10.56,1193624,1193.624,2767239,0.0388,2.93,NA,NA,190,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1483",2016-11-01,2016,11,"TaichungCity",4,23556,8.51,1193624,1193.624,2767239,0.0388,2.93,NA,NA,191,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1486",2016-12-01,2016,12,"TaichungCity",4,29757,10.75,1193624,1193.624,2767239,0.0388,2.93,NA,NA,192,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"50",2001-01-01,2001,1,"TainanCity",5,54257,29.36,905392,905.392,1848243,0.0452,3.29,2396940,1.3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",2001-02-01,2001,2,"TainanCity",5,46103,24.94,905392,905.392,1848243,0.0452,3.29,2396940,1.3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",2001-03-01,2001,3,"TainanCity",5,49239,26.64,905392,905.392,1848243,0.0452,3.29,2396940,1.3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",2001-04-01,2001,4,"TainanCity",5,49869,26.98,905392,905.392,1848243,0.0452,3.29,2396940,1.3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",2001-05-01,2001,5,"TainanCity",5,53488,28.94,905392,905.392,1848243,0.0452,3.29,2396940,1.3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",2001-06-01,2001,6,"TainanCity",5,51708,27.98,905392,905.392,1848243,0.0452,3.29,2396940,1.3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",2001-07-01,2001,7,"TainanCity",5,50319,27.23,905392,905.392,1848243,0.0452,3.29,2396940,1.3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",2001-08-01,2001,8,"TainanCity",5,49125,26.58,905392,905.392,1848243,0.0452,3.29,2396940,1.3,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",2001-09-01,2001,9,"TainanCity",5,54129,29.29,905392,905.392,1848243,0.0452,3.29,2396940,1.3,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",2001-10-01,2001,10,"TainanCity",5,48733,26.37,905392,905.392,1848243,0.0452,3.29,2396940,1.3,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",2001-11-01,2001,11,"TainanCity",5,42832,23.17,905392,905.392,1848243,0.0452,3.29,2396940,1.3,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",2001-12-01,2001,12,"TainanCity",5,45168,24.44,905392,905.392,1848243,0.0452,3.29,2396940,1.3,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148",2002-01-01,2002,1,"TainanCity",5,47043,25.39,929898,929.898,1852664,0.044,3.25,2238114,1.21,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146",2002-02-01,2002,2,"TainanCity",5,49101,26.5,929898,929.898,1852664,0.044,3.25,2238114,1.21,14,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147",2002-03-01,2002,3,"TainanCity",5,47264,25.51,929898,929.898,1852664,0.044,3.25,2238114,1.21,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149",2002-04-01,2002,4,"TainanCity",5,49717,26.84,929898,929.898,1852664,0.044,3.25,2238114,1.21,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155",2002-05-01,2002,5,"TainanCity",5,52674,28.43,929898,929.898,1852664,0.044,3.25,2238114,1.21,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
