"","Time","Year","Month","City","City_code","Biowaste","Biowaste_per_ca","Income","Income_thous","Population","Baby","Household_Size","EnvBud","EnvBud_perca","TimeIndicator","TT_NTC","FE_NTC","TE.NTC","MRSP","FE_TPC","FE_TYC","FE_TCC","FE_TNC","FE_KSC","FE_Yilan","FE_KLC","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","y2003","y2004","y2005","y2006","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","Treated_y2008","DATE_2008","DATE_2009","DATE_2010","DATE_2011","DATE_2012","DATE_2013","DATE_2014"
"982",2013-08-01,2013,8,"TaipeiCity",2,7108,2.65,1659231,1659.231,2686516,0.0415,2.62,6631364,2.47,128,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"980",2013-09-01,2013,9,"TaipeiCity",2,6130,2.28,1659231,1659.231,2686516,0.0415,2.62,6631364,2.47,129,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"978",2013-10-01,2013,10,"TaipeiCity",2,6293,2.34,1659231,1659.231,2686516,0.0415,2.62,6631364,2.47,130,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"973",2013-11-01,2013,11,"TaipeiCity",2,6399,2.38,1659231,1659.231,2686516,0.0415,2.62,6631364,2.47,131,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"977",2013-12-01,2013,12,"TaipeiCity",2,6330,2.36,1659231,1659.231,2686516,0.0415,2.62,6631364,2.47,132,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1077",2014-01-01,2014,1,"TaipeiCity",2,6647,2.46,1684110,1684.11,2702315,0.0445,2.6,6512741,2.42,133,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1071",2014-02-01,2014,2,"TaipeiCity",2,5901,2.18,1684110,1684.11,2702315,0.0445,2.6,6512741,2.42,134,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1070",2014-03-01,2014,3,"TaipeiCity",2,6187,2.29,1684110,1684.11,2702315,0.0445,2.6,6512741,2.42,135,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1079",2014-04-01,2014,4,"TaipeiCity",2,6205,2.3,1684110,1684.11,2702315,0.0445,2.6,6512741,2.42,136,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1074",2014-05-01,2014,5,"TaipeiCity",2,7045,2.61,1684110,1684.11,2702315,0.0445,2.6,6512741,2.42,137,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1072",2014-06-01,2014,6,"TaipeiCity",2,6975,2.58,1684110,1684.11,2702315,0.0445,2.6,6512741,2.42,138,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1073",2014-07-01,2014,7,"TaipeiCity",2,7079,2.62,1684110,1684.11,2702315,0.0445,2.6,6512741,2.42,139,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1069",2014-08-01,2014,8,"TaipeiCity",2,6601,2.44,1684110,1684.11,2702315,0.0445,2.6,6512741,2.42,140,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1076",2014-09-01,2014,9,"TaipeiCity",2,6668,2.47,1684110,1684.11,2702315,0.0445,2.6,6512741,2.42,141,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1075",2014-10-01,2014,10,"TaipeiCity",2,6321,2.34,1684110,1684.11,2702315,0.0445,2.6,6512741,2.42,142,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1080",2014-11-01,2014,11,"TaipeiCity",2,6117,2.26,1684110,1684.11,2702315,0.0445,2.6,6512741,2.42,143,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1078",2014-12-01,2014,12,"TaipeiCity",2,6078,2.25,1684110,1684.11,2702315,0.0445,2.6,6512741,2.42,144,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"27",2003-01-01,2003,1,"TaoyuanCity",3,2192,1.2,1187838,1187.838,1822075,0.0521,3.29,2788555,1.54,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",2003-02-01,2003,2,"TaoyuanCity",3,1902,1.04,1187838,1187.838,1822075,0.0521,3.29,2788555,1.54,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",2003-03-01,2003,3,"TaoyuanCity",3,2653,1.46,1187838,1187.838,1822075,0.0521,3.29,2788555,1.54,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",2003-04-01,2003,4,"TaoyuanCity",3,2898,1.59,1187838,1187.838,1822075,0.0521,3.29,2788555,1.54,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",2003-05-01,2003,5,"TaoyuanCity",3,3068,1.68,1187838,1187.838,1822075,0.0521,3.29,2788555,1.54,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",2003-06-01,2003,6,"TaoyuanCity",3,3218,1.77,1187838,1187.838,1822075,0.0521,3.29,2788555,1.54,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",2003-07-01,2003,7,"TaoyuanCity",3,3209,1.76,1187838,1187.838,1822075,0.0521,3.29,2788555,1.54,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",2003-08-01,2003,8,"TaoyuanCity",3,2876,1.58,1187838,1187.838,1822075,0.0521,3.29,2788555,1.54,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",2003-09-01,2003,9,"TaoyuanCity",3,3613,1.98,1187838,1187.838,1822075,0.0521,3.29,2788555,1.54,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",2003-10-01,2003,10,"TaoyuanCity",3,3719,2.04,1187838,1187.838,1822075,0.0521,3.29,2788555,1.54,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",2003-11-01,2003,11,"TaoyuanCity",3,3981,2.18,1187838,1187.838,1822075,0.0521,3.29,2788555,1.54,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",2003-12-01,2003,12,"TaoyuanCity",3,4245,2.33,1187838,1187.838,1822075,0.0521,3.29,2788555,1.54,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123",2004-01-01,2004,1,"TaoyuanCity",3,4382,2.36,1231830,1231.83,1853029,0.0475,3.23,2641599,1.44,13,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126",2004-02-01,2004,2,"TaoyuanCity",3,3526,1.9,1231830,1231.83,1853029,0.0475,3.23,2641599,1.44,14,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127",2004-03-01,2004,3,"TaoyuanCity",3,3539,1.91,1231830,1231.83,1853029,0.0475,3.23,2641599,1.44,15,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",2004-04-01,2004,4,"TaoyuanCity",3,3772,2.04,1231830,1231.83,1853029,0.0475,3.23,2641599,1.44,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130",2004-05-01,2004,5,"TaoyuanCity",3,3755,2.03,1231830,1231.83,1853029,0.0475,3.23,2641599,1.44,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122",2004-06-01,2004,6,"TaoyuanCity",3,3996,2.16,1231830,1231.83,1853029,0.0475,3.23,2641599,1.44,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128",2004-07-01,2004,7,"TaoyuanCity",3,4057,2.19,1231830,1231.83,1853029,0.0475,3.23,2641599,1.44,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129",2004-08-01,2004,8,"TaoyuanCity",3,3869,2.09,1231830,1231.83,1853029,0.0475,3.23,2641599,1.44,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124",2004-09-01,2004,9,"TaoyuanCity",3,3737,2.02,1231830,1231.83,1853029,0.0475,3.23,2641599,1.44,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",2004-10-01,2004,10,"TaoyuanCity",3,3818,2.06,1231830,1231.83,1853029,0.0475,3.23,2641599,1.44,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131",2004-11-01,2004,11,"TaoyuanCity",3,3834,2.07,1231830,1231.83,1853029,0.0475,3.23,2641599,1.44,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",2004-12-01,2004,12,"TaoyuanCity",3,4009,2.16,1231830,1231.83,1853029,0.0475,3.23,2641599,1.44,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226",2005-01-01,2005,1,"TaoyuanCity",3,4426,2.35,1226234,1226.234,1880316,0.0449,3.19,2695690,1.44,25,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222",2005-02-01,2005,2,"TaoyuanCity",3,4236,2.25,1226234,1226.234,1880316,0.0449,3.19,2695690,1.44,26,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"220",2005-03-01,2005,3,"TaoyuanCity",3,4696,2.5,1226234,1226.234,1880316,0.0449,3.19,2695690,1.44,27,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228",2005-04-01,2005,4,"TaoyuanCity",3,5165,2.75,1226234,1226.234,1880316,0.0449,3.19,2695690,1.44,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224",2005-05-01,2005,5,"TaoyuanCity",3,4963,2.64,1226234,1226.234,1880316,0.0449,3.19,2695690,1.44,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"221",2005-06-01,2005,6,"TaoyuanCity",3,5088,2.71,1226234,1226.234,1880316,0.0449,3.19,2695690,1.44,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227",2005-07-01,2005,7,"TaoyuanCity",3,4942,2.63,1226234,1226.234,1880316,0.0449,3.19,2695690,1.44,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219",2005-08-01,2005,8,"TaoyuanCity",3,5092,2.71,1226234,1226.234,1880316,0.0449,3.19,2695690,1.44,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218",2005-09-01,2005,9,"TaoyuanCity",3,5062,2.69,1226234,1226.234,1880316,0.0449,3.19,2695690,1.44,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217",2005-10-01,2005,10,"TaoyuanCity",3,5000,2.66,1226234,1226.234,1880316,0.0449,3.19,2695690,1.44,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"223",2005-11-01,2005,11,"TaoyuanCity",3,5077,2.7,1226234,1226.234,1880316,0.0449,3.19,2695690,1.44,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"225",2005-12-01,2005,12,"TaoyuanCity",3,5171,2.75,1226234,1226.234,1880316,0.0449,3.19,2695690,1.44,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320",2006-01-01,2006,1,"TaoyuanCity",3,5239,2.74,1212894,1212.894,1911161,0.0427,3.16,2806625,1.48,37,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"314",2006-02-01,2006,2,"TaoyuanCity",3,5127,2.68,1212894,1212.894,1911161,0.0427,3.16,2806625,1.48,38,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"313",2006-03-01,2006,3,"TaoyuanCity",3,5106,2.67,1212894,1212.894,1911161,0.0427,3.16,2806625,1.48,39,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316",2006-04-01,2006,4,"TaoyuanCity",3,5602,2.93,1212894,1212.894,1911161,0.0427,3.16,2806625,1.48,40,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"321",2006-05-01,2006,5,"TaoyuanCity",3,5790,3.03,1212894,1212.894,1911161,0.0427,3.16,2806625,1.48,41,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"322",2006-06-01,2006,6,"TaoyuanCity",3,6477,3.39,1212894,1212.894,1911161,0.0427,3.16,2806625,1.48,42,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"324",2006-07-01,2006,7,"TaoyuanCity",3,5611,2.94,1212894,1212.894,1911161,0.0427,3.16,2806625,1.48,43,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319",2006-08-01,2006,8,"TaoyuanCity",3,5816,3.04,1212894,1212.894,1911161,0.0427,3.16,2806625,1.48,44,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317",2006-09-01,2006,9,"TaoyuanCity",3,5900,3.09,1212894,1212.894,1911161,0.0427,3.16,2806625,1.48,45,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315",2006-10-01,2006,10,"TaoyuanCity",3,6179,3.23,1212894,1212.894,1911161,0.0427,3.16,2806625,1.48,46,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"323",2006-11-01,2006,11,"TaoyuanCity",3,6325,3.31,1212894,1212.894,1911161,0.0427,3.16,2806625,1.48,47,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"318",2006-12-01,2006,12,"TaoyuanCity",3,6486,3.39,1212894,1212.894,1911161,0.0427,3.16,2806625,1.48,48,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"419",2007-01-01,2007,1,"TaoyuanCity",3,6485,3.35,1247554,1247.554,1934968,0.0413,3.12,2722468,1.42,49,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"414",2007-02-01,2007,2,"TaoyuanCity",3,6236,3.22,1247554,1247.554,1934968,0.0413,3.12,2722468,1.42,50,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"417",2007-03-01,2007,3,"TaoyuanCity",3,6636,3.43,1247554,1247.554,1934968,0.0413,3.12,2722468,1.42,51,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"412",2007-04-01,2007,4,"TaoyuanCity",3,6818,3.52,1247554,1247.554,1934968,0.0413,3.12,2722468,1.42,52,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"415",2007-05-01,2007,5,"TaoyuanCity",3,7251,3.75,1247554,1247.554,1934968,0.0413,3.12,2722468,1.42,53,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"411",2007-06-01,2007,6,"TaoyuanCity",3,7978,4.12,1247554,1247.554,1934968,0.0413,3.12,2722468,1.42,54,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"420",2007-07-01,2007,7,"TaoyuanCity",3,7650,3.95,1247554,1247.554,1934968,0.0413,3.12,2722468,1.42,55,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"409",2007-08-01,2007,8,"TaoyuanCity",3,8900,4.6,1247554,1247.554,1934968,0.0413,3.12,2722468,1.42,56,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410",2007-09-01,2007,9,"TaoyuanCity",3,7057,3.65,1247554,1247.554,1934968,0.0413,3.12,2722468,1.42,57,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"413",2007-10-01,2007,10,"TaoyuanCity",3,6196,3.2,1247554,1247.554,1934968,0.0413,3.12,2722468,1.42,58,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"418",2007-11-01,2007,11,"TaoyuanCity",3,6028,3.12,1247554,1247.554,1934968,0.0413,3.12,2722468,1.42,59,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"416",2007-12-01,2007,12,"TaoyuanCity",3,6068,3.14,1247554,1247.554,1934968,0.0413,3.12,2722468,1.42,60,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"511",2008-01-01,2008,1,"TaoyuanCity",3,6038,3.08,1216980,1216.98,1958686,0.0403,3.07,2764167,1.42,61,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"505",2008-02-01,2008,2,"TaoyuanCity",3,5721,2.92,1216980,1216.98,1958686,0.0403,3.07,2764167,1.42,62,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"510",2008-03-01,2008,3,"TaoyuanCity",3,5325,2.72,1216980,1216.98,1958686,0.0403,3.07,2764167,1.42,63,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"508",2008-04-01,2008,4,"TaoyuanCity",3,5343,2.73,1216980,1216.98,1958686,0.0403,3.07,2764167,1.42,64,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"513",2008-05-01,2008,5,"TaoyuanCity",3,5280,2.7,1216980,1216.98,1958686,0.0403,3.07,2764167,1.42,65,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"515",2008-06-01,2008,6,"TaoyuanCity",3,5272,2.69,1216980,1216.98,1958686,0.0403,3.07,2764167,1.42,66,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"516",2008-07-01,2008,7,"TaoyuanCity",3,5416,2.77,1216980,1216.98,1958686,0.0403,3.07,2764167,1.42,67,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"512",2008-08-01,2008,8,"TaoyuanCity",3,5398,2.76,1216980,1216.98,1958686,0.0403,3.07,2764167,1.42,68,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"507",2008-09-01,2008,9,"TaoyuanCity",3,5514,2.82,1216980,1216.98,1958686,0.0403,3.07,2764167,1.42,69,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"506",2008-10-01,2008,10,"TaoyuanCity",3,5564,2.84,1216980,1216.98,1958686,0.0403,3.07,2764167,1.42,70,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"514",2008-11-01,2008,11,"TaoyuanCity",3,5252,2.68,1216980,1216.98,1958686,0.0403,3.07,2764167,1.42,71,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"509",2008-12-01,2008,12,"TaoyuanCity",3,5653,2.89,1216980,1216.98,1958686,0.0403,3.07,2764167,1.42,72,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"602",2009-01-01,2009,1,"TaoyuanCity",3,5795,2.93,1178459,1178.459,1978782,0.0393,3.03,2373662,1.21,73,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"609",2009-02-01,2009,2,"TaoyuanCity",3,5250,2.65,1178459,1178.459,1978782,0.0393,3.03,2373662,1.21,74,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
