"","Time","Year","Month","City","City_code","Biowaste","Biowaste_per_ca","Income","Income_thous","Population","Baby","Household_Size","EnvBud","EnvBud_perca","TimeIndicator","TT_NTC","FE_NTC","TE.NTC","MRSP","FE_TPC","FE_TYC","FE_TCC","FE_TNC","FE_KSC","FE_Yilan","FE_KLC","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","y2003","y2004","y2005","y2006","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","Treated_y2008","DATE_2008","DATE_2009","DATE_2010","DATE_2011","DATE_2012","DATE_2013","DATE_2014"
"1096",2014-06-01,2014,6,"TaichungCity",4,3794,1.39,1205058,1205.058,2719835,0.0387,2.98,3971374,1.47,138,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1100",2014-07-01,2014,7,"TaichungCity",4,3763,1.38,1205058,1205.058,2719835,0.0387,2.98,3971374,1.47,139,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1095",2014-08-01,2014,8,"TaichungCity",4,3896,1.43,1205058,1205.058,2719835,0.0387,2.98,3971374,1.47,140,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1101",2014-09-01,2014,9,"TaichungCity",4,3718,1.37,1205058,1205.058,2719835,0.0387,2.98,3971374,1.47,141,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1094",2014-10-01,2014,10,"TaichungCity",4,3613,1.33,1205058,1205.058,2719835,0.0387,2.98,3971374,1.47,142,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1099",2014-11-01,2014,11,"TaichungCity",4,3473,1.28,1205058,1205.058,2719835,0.0387,2.98,3971374,1.47,143,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1102",2014-12-01,2014,12,"TaichungCity",4,3730,1.37,1205058,1205.058,2719835,0.0387,2.98,3971374,1.47,144,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"58",2003-01-01,2003,1,"TainanCity",5,893,0.48,970426,970.426,1856461,0.0414,3.21,2142773,1.16,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",2003-02-01,2003,2,"TainanCity",5,1071,0.58,970426,970.426,1856461,0.0414,3.21,2142773,1.16,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",2003-03-01,2003,3,"TainanCity",5,906,0.49,970426,970.426,1856461,0.0414,3.21,2142773,1.16,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",2003-04-01,2003,4,"TainanCity",5,946,0.51,970426,970.426,1856461,0.0414,3.21,2142773,1.16,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",2003-05-01,2003,5,"TainanCity",5,1013,0.55,970426,970.426,1856461,0.0414,3.21,2142773,1.16,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",2003-06-01,2003,6,"TainanCity",5,958,0.52,970426,970.426,1856461,0.0414,3.21,2142773,1.16,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",2003-07-01,2003,7,"TainanCity",5,1117,0.6,970426,970.426,1856461,0.0414,3.21,2142773,1.16,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",2003-08-01,2003,8,"TainanCity",5,1160,0.62,970426,970.426,1856461,0.0414,3.21,2142773,1.16,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",2003-09-01,2003,9,"TainanCity",5,1177,0.63,970426,970.426,1856461,0.0414,3.21,2142773,1.16,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",2003-10-01,2003,10,"TainanCity",5,1377,0.74,970426,970.426,1856461,0.0414,3.21,2142773,1.16,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",2003-11-01,2003,11,"TainanCity",5,937,0.5,970426,970.426,1856461,0.0414,3.21,2142773,1.16,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",2003-12-01,2003,12,"TainanCity",5,1469,0.79,970426,970.426,1856461,0.0414,3.21,2142773,1.16,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151",2004-01-01,2004,1,"TainanCity",5,1687,0.91,974911,974.911,1860591,0.0375,3.16,2665037,1.43,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146",2004-02-01,2004,2,"TainanCity",5,1799,0.97,974911,974.911,1860591,0.0375,3.16,2665037,1.43,14,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154",2004-03-01,2004,3,"TainanCity",5,2037,1.09,974911,974.911,1860591,0.0375,3.16,2665037,1.43,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153",2004-04-01,2004,4,"TainanCity",5,2088,1.12,974911,974.911,1860591,0.0375,3.16,2665037,1.43,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147",2004-05-01,2004,5,"TainanCity",5,2166,1.16,974911,974.911,1860591,0.0375,3.16,2665037,1.43,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155",2004-06-01,2004,6,"TainanCity",5,2226,1.2,974911,974.911,1860591,0.0375,3.16,2665037,1.43,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148",2004-07-01,2004,7,"TainanCity",5,2191,1.18,974911,974.911,1860591,0.0375,3.16,2665037,1.43,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145",2004-08-01,2004,8,"TainanCity",5,2162,1.16,974911,974.911,1860591,0.0375,3.16,2665037,1.43,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149",2004-09-01,2004,9,"TainanCity",5,2254,1.21,974911,974.911,1860591,0.0375,3.16,2665037,1.43,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156",2004-10-01,2004,10,"TainanCity",5,2342,1.26,974911,974.911,1860591,0.0375,3.16,2665037,1.43,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150",2004-11-01,2004,11,"TainanCity",5,2431,1.31,974911,974.911,1860591,0.0375,3.16,2665037,1.43,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152",2004-12-01,2004,12,"TainanCity",5,2564,1.38,974911,974.911,1860591,0.0375,3.16,2665037,1.43,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"241",2005-01-01,2005,1,"TainanCity",5,3445,1.85,911355,911.355,1862918,0.0353,3.13,2293611,1.23,25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243",2005-02-01,2005,2,"TainanCity",5,3145,1.69,911355,911.355,1862918,0.0353,3.13,2293611,1.23,26,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249",2005-03-01,2005,3,"TainanCity",5,2962,1.59,911355,911.355,1862918,0.0353,3.13,2293611,1.23,27,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"245",2005-04-01,2005,4,"TainanCity",5,2906,1.56,911355,911.355,1862918,0.0353,3.13,2293611,1.23,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247",2005-05-01,2005,5,"TainanCity",5,2905,1.56,911355,911.355,1862918,0.0353,3.13,2293611,1.23,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252",2005-06-01,2005,6,"TainanCity",5,2675,1.44,911355,911.355,1862918,0.0353,3.13,2293611,1.23,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251",2005-07-01,2005,7,"TainanCity",5,2412,1.29,911355,911.355,1862918,0.0353,3.13,2293611,1.23,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"242",2005-08-01,2005,8,"TainanCity",5,2595,1.39,911355,911.355,1862918,0.0353,3.13,2293611,1.23,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"244",2005-09-01,2005,9,"TainanCity",5,3012,1.62,911355,911.355,1862918,0.0353,3.13,2293611,1.23,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250",2005-10-01,2005,10,"TainanCity",5,2706,1.45,911355,911.355,1862918,0.0353,3.13,2293611,1.23,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"246",2005-11-01,2005,11,"TainanCity",5,2530,1.36,911355,911.355,1862918,0.0353,3.13,2293611,1.23,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"248",2005-12-01,2005,12,"TainanCity",5,2859,1.53,911355,911.355,1862918,0.0353,3.13,2293611,1.23,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"337",2006-01-01,2006,1,"TainanCity",5,2682,1.44,981180,981.18,1866727,0.0338,3.1,2103041,1.13,37,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339",2006-02-01,2006,2,"TainanCity",5,2734,1.46,981180,981.18,1866727,0.0338,3.1,2103041,1.13,38,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341",2006-03-01,2006,3,"TainanCity",5,2924,1.57,981180,981.18,1866727,0.0338,3.1,2103041,1.13,39,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343",2006-04-01,2006,4,"TainanCity",5,3365,1.8,981180,981.18,1866727,0.0338,3.1,2103041,1.13,40,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344",2006-05-01,2006,5,"TainanCity",5,3945,2.11,981180,981.18,1866727,0.0338,3.1,2103041,1.13,41,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"342",2006-06-01,2006,6,"TainanCity",5,3606,1.93,981180,981.18,1866727,0.0338,3.1,2103041,1.13,42,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340",2006-07-01,2006,7,"TainanCity",5,3383,1.81,981180,981.18,1866727,0.0338,3.1,2103041,1.13,43,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"338",2006-08-01,2006,8,"TainanCity",5,3432,1.84,981180,981.18,1866727,0.0338,3.1,2103041,1.13,44,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347",2006-09-01,2006,9,"TainanCity",5,3711,1.99,981180,981.18,1866727,0.0338,3.1,2103041,1.13,45,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346",2006-10-01,2006,10,"TainanCity",5,3897,2.09,981180,981.18,1866727,0.0338,3.1,2103041,1.13,46,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348",2006-11-01,2006,11,"TainanCity",5,3819,2.05,981180,981.18,1866727,0.0338,3.1,2103041,1.13,47,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"345",2006-12-01,2006,12,"TainanCity",5,3882,2.08,981180,981.18,1866727,0.0338,3.1,2103041,1.13,48,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"434",2007-01-01,2007,1,"TainanCity",5,4183,2.24,1011389,1011.389,1870061,0.0329,3.06,2287930,1.22,49,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"442",2007-02-01,2007,2,"TainanCity",5,4444,2.38,1011389,1011.389,1870061,0.0329,3.06,2287930,1.22,50,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"444",2007-03-01,2007,3,"TainanCity",5,4834,2.58,1011389,1011.389,1870061,0.0329,3.06,2287930,1.22,51,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"433",2007-04-01,2007,4,"TainanCity",5,5161,2.76,1011389,1011.389,1870061,0.0329,3.06,2287930,1.22,52,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"437",2007-05-01,2007,5,"TainanCity",5,5877,3.14,1011389,1011.389,1870061,0.0329,3.06,2287930,1.22,53,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"438",2007-06-01,2007,6,"TainanCity",5,6283,3.36,1011389,1011.389,1870061,0.0329,3.06,2287930,1.22,54,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"440",2007-07-01,2007,7,"TainanCity",5,7291,3.9,1011389,1011.389,1870061,0.0329,3.06,2287930,1.22,55,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"439",2007-08-01,2007,8,"TainanCity",5,6847,3.66,1011389,1011.389,1870061,0.0329,3.06,2287930,1.22,56,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"441",2007-09-01,2007,9,"TainanCity",5,7371,3.94,1011389,1011.389,1870061,0.0329,3.06,2287930,1.22,57,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"443",2007-10-01,2007,10,"TainanCity",5,6776,3.62,1011389,1011.389,1870061,0.0329,3.06,2287930,1.22,58,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"436",2007-11-01,2007,11,"TainanCity",5,6202,3.32,1011389,1011.389,1870061,0.0329,3.06,2287930,1.22,59,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"435",2007-12-01,2007,12,"TainanCity",5,6348,3.39,1011389,1011.389,1870061,0.0329,3.06,2287930,1.22,60,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"533",2008-01-01,2008,1,"TainanCity",5,6589,3.52,1010188,1010.188,1873005,0.0322,3.02,2481806,1.33,61,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"537",2008-02-01,2008,2,"TainanCity",5,6474,3.46,1010188,1010.188,1873005,0.0322,3.02,2481806,1.33,62,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"529",2008-03-01,2008,3,"TainanCity",5,6134,3.27,1010188,1010.188,1873005,0.0322,3.02,2481806,1.33,63,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"539",2008-04-01,2008,4,"TainanCity",5,6175,3.3,1010188,1010.188,1873005,0.0322,3.02,2481806,1.33,64,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"532",2008-05-01,2008,5,"TainanCity",5,6417,3.43,1010188,1010.188,1873005,0.0322,3.02,2481806,1.33,65,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"540",2008-06-01,2008,6,"TainanCity",5,6230,3.33,1010188,1010.188,1873005,0.0322,3.02,2481806,1.33,66,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"535",2008-07-01,2008,7,"TainanCity",5,6161,3.29,1010188,1010.188,1873005,0.0322,3.02,2481806,1.33,67,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"530",2008-08-01,2008,8,"TainanCity",5,6398,3.42,1010188,1010.188,1873005,0.0322,3.02,2481806,1.33,68,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"536",2008-09-01,2008,9,"TainanCity",5,6240,3.33,1010188,1010.188,1873005,0.0322,3.02,2481806,1.33,69,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"534",2008-10-01,2008,10,"TainanCity",5,5590,2.98,1010188,1010.188,1873005,0.0322,3.02,2481806,1.33,70,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"531",2008-11-01,2008,11,"TainanCity",5,5363,2.86,1010188,1010.188,1873005,0.0322,3.02,2481806,1.33,71,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"538",2008-12-01,2008,12,"TainanCity",5,5325,2.84,1010188,1010.188,1873005,0.0322,3.02,2481806,1.33,72,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"630",2009-01-01,2009,1,"TainanCity",5,5268,2.81,956303,956.303,1875406,0.0314,2.97,2415930,1.29,73,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"632",2009-02-01,2009,2,"TainanCity",5,5215,2.78,956303,956.303,1875406,0.0314,2.97,2415930,1.29,74,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"626",2009-03-01,2009,3,"TainanCity",5,5414,2.89,956303,956.303,1875406,0.0314,2.97,2415930,1.29,75,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"633",2009-04-01,2009,4,"TainanCity",5,5512,2.94,956303,956.303,1875406,0.0314,2.97,2415930,1.29,76,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"628",2009-05-01,2009,5,"TainanCity",5,5505,2.94,956303,956.303,1875406,0.0314,2.97,2415930,1.29,77,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"625",2009-06-01,2009,6,"TainanCity",5,5866,3.13,956303,956.303,1875406,0.0314,2.97,2415930,1.29,78,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"627",2009-07-01,2009,7,"TainanCity",5,5943,3.17,956303,956.303,1875406,0.0314,2.97,2415930,1.29,79,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"634",2009-08-01,2009,8,"TainanCity",5,5977,3.19,956303,956.303,1875406,0.0314,2.97,2415930,1.29,80,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"636",2009-09-01,2009,9,"TainanCity",5,5998,3.2,956303,956.303,1875406,0.0314,2.97,2415930,1.29,81,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"631",2009-10-01,2009,10,"TainanCity",5,6354,3.39,956303,956.303,1875406,0.0314,2.97,2415930,1.29,82,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"629",2009-11-01,2009,11,"TainanCity",5,6263,3.34,956303,956.303,1875406,0.0314,2.97,2415930,1.29,83,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"635",2009-12-01,2009,12,"TainanCity",5,5990,3.19,956303,956.303,1875406,0.0314,2.97,2415930,1.29,84,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"724",2010-01-01,2010,1,"TainanCity",5,5861,3.13,916361,916.361,1873794,0.0295,2.93,2421058,1.29,85,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"732",2010-02-01,2010,2,"TainanCity",5,5427,2.9,916361,916.361,1873794,0.0295,2.93,2421058,1.29,86,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"728",2010-03-01,2010,3,"TainanCity",5,5849,3.12,916361,916.361,1873794,0.0295,2.93,2421058,1.29,87,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
